date,open,high,low,close,amount,vol
20191129,4.7,4.83,4.58,4.58,5135873.6,10893229
20191202,4.52,4.56,4.51,4.51,2239095.0,4939748
20191203,4.5,4.53,4.46,4.51,1262143.6,2806053
20191204,4.5,4.51,4.48,4.5,780890.7,1738084
20191205,4.51,4.52,4.48,4.51,1448746.9,3218900
20191206,4.51,4.54,4.49,4.53,1293043.6,2868917
20191209,4.55,4.56,4.5,4.55,1526424.4,3368450
20191224,4.75,4.86,4.58,4.67,6800037.6,14441275
20191225,4.63,4.64,4.58,4.62,2984860.8,6483580
20191226,4.62,4.63,4.56,4.59,2155726.8,4690984
20191227,4.61,4.63,4.59,4.61,2275663.2,4936251
20191230,4.61,4.65,4.56,4.65,2621149.2,5681964
20191231,4.63,4.7,4.61,4.68,2561918.6,5508490
20200102,4.7,4.75,4.68,4.73,3702442.0,7843893
20200103,4.72,4.76,4.7,4.75,2873370.6,6067100
20200106,4.72,4.79,4.7,4.75,3574300.0,7539247
20200107,4.75,4.81,4.73,4.79,2511472.6,5254686
20200108,4.78,4.78,4.69,4.7,2421802.6,5118307
20200109,4.72,4.75,4.71,4.75,1625902.8,3434196
20200110,4.75,4.76,4.7,4.73,1199391.5,2537447
20200113,4.73,4.75,4.69,4.74,1561575.8,3312392
20200114,4.73,4.76,4.72,4.73,1418587.3,2992002
20200115,4.75,4.76,4.68,4.71,1528711.0,3251295
20200116,4.73,4.73,4.66,4.66,1549272.9,3305900
20200117,4.67,4.71,4.62,4.63,1173474.6,2520357
20200120,4.62,4.66,4.59,4.64,1673373.7,3618088
20200121,4.63,4.63,4.58,4.58,1392155.7,3031965
20200122,4.56,4.59,4.51,4.56,1242802.3,2732679
20200123,4.54,4.61,4.46,4.5,1983589.8,4383637
20200203,4.05,4.08,4.05,4.05,2130310.4,5257800
20200204,3.82,4.03,3.81,4.01,2353801.4,5906639
20200205,4.0,4.1,3.98,4.02,2744138.0,6774399
20200206,4.05,4.07,3.97,4.06,3416861.2,8499983
20200207,4.04,4.05,3.99,4.04,2438681.2,6068617
20200210,4.04,4.16,4.01,4.16,3250568.2,7911140
20200211,4.18,4.21,4.13,4.17,2382214.4,5714156
20200212,4.17,4.19,4.14,4.19,1853382.4,4444967
20200213,4.2,4.25,4.16,4.16,2564588.6,6106207
20200214,4.16,4.18,4.14,4.18,1749329.6,4204096
20200217,4.18,4.26,4.18,4.25,3065289.6,7255328
20200218,4.26,4.27,4.23,4.26,2262591.0,5325575
20200219,4.26,4.28,4.23,4.26,2496965.6,5861131
20200220,4.28,4.32,4.24,4.31,3649473.6,8526915
20200221,4.3,4.32,4.28,4.32,3154539.8,7328126
20200224,4.31,4.34,4.29,4.32,3009888.0,6983150
20200225,4.27,4.29,4.15,4.27,3555816.4,8372206
20200226,4.22,4.7,4.19,4.7,10156860.0,22448053
20200227,4.83,5.17,4.76,5.17,36724918.4,72449667
20200228,4.75,5.17,4.75,4.93,22470988.8,45288309
20200302,5.06,5.42,4.97,5.42,23082897.6,43560918
